Coin Name,Complete Name,Algorithm,Proof Type,Total Coin Supply
Goldea,Goldea (GEA),N/A,N/A,3000000
BridgeCoin,BridgeCoin (BCO),Scrypt,PoW,27000000
Desire,Desire (DSR),NeoScrypt,PoW,22000000
BitDegree,BitDegree (BDG),N/A,N/A,660000000
SoMee.Social,SoMee.Social (ONG),N/A,N/A,300000000
Oyster Pearl,Oyster Pearl (PRL),N/A,N/A,108592693
BTCMoon,BTCMoon (BTCM),N/A,N/A,21000000
Ethereum Black,Ethereum Black (ETBT),N/A,N/A,3999998.59851
ZCashGOLD,ZCashGOLD (ZCG),N/A,N/A,5000000
Mutual Coin,Mutual Coin (MUT),Scrypt,PoW/PoS,1000000000
Divi Exchange Token,Divi Exchange Token (DIVX),N/A,N/A,6171607
Cash &amp; Back Coin,Cash &amp; Back Coin (CNBC),Scrypt,PoW/PoS,210000000
UltraNote,UltraNote (XUN),CryptoNight,PoW,85000000000
RAFL,RAFL (RFL),N/A,N/A,100000000
CoinFi,CoinFi (COFI),N/A,N/A,300000000
ELTCOIN,ELTCOIN (ELTCOIN),N/A,N/A,100000000 
Gold Reward Token,Gold Reward Token (GRX),N/A,N/A,20000000
Neurotoken,Neurotoken (NTK),N/A,N/A,100000000
Eroscoin,Eroscoin (ERO),N/A,N/A,240000000
Relex,Relex (RLX),N/A,N/A,2000000000
CryptoWave,CryptoWave (CWV),N/A,N/A,1000000
Achain,Achain (ACHN),DPoS,DPoS,1000000000
Neuro,Neuro (NRO),SHA-256,PoW/PoS,20000000
Social Send,Social Send (SEND),Quark,PoW/PoS,150000000
GlobalToken,GlobalToken (GLT),SHA-256,PoW,168000000
X8Currency,X8Currency (X8X),N/A,N/A,49733935.5804942909444764
Bulwark,Bulwark (BWK),NIST5,PoS,27716121
FinTab,FinTab (FNTB),N/A,N/A,16500000
Monero Gold,Monero Gold (XMRG),N/A,N/A,21000000 
EthereumBitcoin,EthereumBitcoin (BTCE),N/A,N/A,21000000
FlypMe,FlypMe (FYP),N/A,N/A,35277363
BoxyCoin,BoxyCoin (BOXY),Scrypt,PoW,100000000
NagaCoin,NagaCoin (NGC),N/A,N/A,77910266.157690633123324857
Universa,Universa (UTNP),N/A,N/A,4997891952
ETHGAS,ETHGAS (EGAS),N/A,N/A,"13,792,050"
Digital Assets Power Play,Digital Assets Power Play (DPP),N/A,N/A,100000000
Adbank,Adbank (ADB),N/A,N/A,1000000000
TargetCoin,TargetCoin (TGT),N/A,N/A,2000100000
BMChain,BMChain (BMT),N/A,N/A,1000000000
Biocoin,Biocoin (BIO),N/A,N/A,10000000000
ModulTrade,ModulTrade (MTRC),N/A,N/A,100000000
BTC Lite,BTC Lite (BTCL),N/A,N/A,21000000
PeepCoin,PeepCoin (PCN),N/A,PoW/PoS,40000000000
PayPro,PayPro (PYP),N/A,N/A,25000000
Verify,Verify (CRED),N/A,N/A,29997543
Super Bitcoin,Super Bitcoin (SBTC),SHA-256,PoW,21210000
Kalkulus,Kalkulus (KLKS),Quark,PoS,20000000
AC3,AC3 (AC3),X11,PoW,550000000
GIFTO,GIFTO (GTO),N/A,N/A,1000000000
Time New Bank,Time New Bank (TNB),N/A,N/A,5541877892.218590616799998
CHIPS,CHIPS (CHIPS),SHA-256,PoW,21000000
Hacken,Hacken (HKN),N/A,N/A,5600000
LockTrip,LockTrip (LOCK),N/A,N/A,18585933
Lethean,Lethean (LTHN),CryptoNight-V7,PoW,999481516
SmartMesh,SmartMesh (SMT),N/A,N/A,3141592653 
GermanCoin,GermanCoin (GER),Scrypt,PoW/PoS,50000000000
LiteCoin Ultra,LiteCoin Ultra (LTCU),Scrypt,PoW/PoS,150000000
MobileGo,MobileGo (MGO),N/A,N/A,100000000
Bitair,Bitair (BTCA),N/A,N/A,1000000000
HOQU,HOQU (HQX),N/A,N/A,300854400
Straks,Straks (STAK),Lyra2REv2,PoW,150000000
BannerCoin,BannerCoin (BCOIN),N/A,N/A,100000000
MediBloc,MediBloc (MEDIB),N/A,N/A,10000000000
CrowdCoinage,CrowdCoinage (CCOS),N/A,N/A,225932484.47554258722908
Bounty0x,Bounty0x (BNTY),N/A,N/A,500000000
Bread token,Bread token (BRD),N/A,N/A,88862718
Hawala.Exchange,Hawala.Exchange (HAT),N/A,N/A,7000000
aelf,aelf (ELF),N/A,N/A,1000000000
Valorem,Valorem (VLR),N/A,N/A,200000000
Crypto-X,Crypto-X (CWX),N/A,N/A,20333333 
Zen Protocol,Zen Protocol (ZP),N/A,N/A,100000000
PopularCoin,PopularCoin (POP),Scrypt,PoW,4999999999
CrowdCoin,CrowdCoin (CRC),NeoScrypt,PoW,N/A
PhantomX,PhantomX (PNX),X11,PoW/PoS,50000000
BitAsean,BitAsean (BAS),N/A,N/A,30000000
United Traders Token,United Traders Token (UTT),N/A,N/A,100000000
MicroMoney,MicroMoney (AMM),N/A,N/A,17532943.47918
Copico,Copico (XCPO),PoS,N/A,122500000
Index ERC20,Index ERC20 (ERC20),N/A,N/A,13000000000
IoT Chain,IoT Chain (ITC),N/A,N/A,100000000
HTML Coin,HTML Coin (HTML),SHA-256,PoW/PoS,90000000000
PARKGENE,PARKGENE (GENE),N/A,N/A,1000000000
Numus,Numus (NMS),Skein,PoW/PoS,N/A
Photon,Photon (PHO),BLAKE256,PoW, 90000000000
ExtraCredit,ExtraCredit (XTRA),N/A,N/A,600000000
Network Token,Network Token (NTWK),N/A,N/A,50000000
Sucre,Sucre (SUCR),X11,PoW,19800000
Genaro Network,Genaro Network (GNX),N/A,N/A,675000000
Accolade,Accolade (ACCO),Scrypt,PoW/PoS,50000000
Bytether ,Bytether  (BYTHER),N/A,N/A,21000000
TokugawaCoin,TokugawaCoin (TOK),Scrypt,PoW,N/A
eREAL,eREAL (EREAL),N/A,N/A,207000000
CompuCoin,CompuCoin (CPN),Scrypt,PoW,35000000
Fantasy Cash,Fantasy Cash (XFT),Scrypt,PoW/PoS,4600000
QLC Chain,QLC Chain (QLC),N/A,N/A,600000000
OmiseGO Classic,OmiseGO Classic (OMGC),Scrypt,PoW/PoS,70000000
QubitCoin,QubitCoin (Q2C),QuBit,N/A,N/A
Bloom Token,Bloom Token (BLT),N/A,N/A,150000000
SportyCo,SportyCo (SPF),N/A,N/A,70673453.985904140157019738
TokenDesk,TokenDesk (TDS),N/A,N/A,14683321.428571428571428571
Galactrum,Galactrum (ORE),Lyra2REv2,PoW/PoS,26280000
SparksPay,SparksPay (SPK),NeoScrypt,PoW,21000000
GoaCoin,GoaCoin (GOA),NeoScrypt,PoW,32000000
Digiwage,Digiwage (WAGE),Quark,PoS,120000000
GunCoin,GunCoin (GUN),NeoScrypt,PoW,500000000
Digital Fantasy Sports,Digital Fantasy Sports (DFS),N/A,N/A,77333333
Well,Well (WELL),N/A,N/A,1500000000
FireLotto,FireLotto (FLOT),N/A,N/A,100000000
CoinLancer,CoinLancer (CL),N/A,N/A,300000000
StrongHands,StrongHands (SHND),SHA-256D,PoW/PoS,N/A
ArubaCoin,ArubaCoin (AUA),N/A,N/A,18000000
DNN Token,DNN Token (DNN),N/A,N/A,1000000000
SagaCoin,SagaCoin (SAGA),Scrypt,PoW/PoS,N/A
Energo,Energo (TSL),N/A,N/A,1000000000
IrishCoin,IrishCoin (IRL),Scrypt,PoW,64000000
Bodhi,Bodhi (BOT),N/A,N/A,100000000
PumaPay,PumaPay (PMA),N/A,N/A,N/A
Trollcoin,Trollcoin (TROLL),Scrypt,PoW/PoS,900000000
Force Coin,Force Coin (FORCEC),N/A,PoS,220000000
Jetcoin,Jetcoin (JET),N/A,N/A,80000000
MediShares,MediShares (MDS),N/A,N/A,2000000000
Litecoin Plus,Litecoin Plus (LCP),Scrypt,PoW/PoS,4000000
Game,Game (GTC),N/A,N/A,2000000000
iEthereum,iEthereum (IETH),N/A,N/A,18000000
TheGCCcoin,TheGCCcoin (TGCC),X13,PoW/PoS,2400000000
Senderon,Senderon (SDRN),N/A,N/A,50000000
Ink,Ink (INK),N/A,N/A,1000000000
Kubera Coin,Kubera Coin (KBR),N/A,N/A,1162102077
KZCash,KZCash (KZC),X11,PoW,18000000
Gainer,Gainer (GNR),N/A,PoS,40000000
Blocklancer,Blocklancer (LNC),N/A,N/A,N/A
Local World Forwarders,Local World Forwarders (LWF),DPoS,DPoS,100000000
BrightCoin,BrightCoin (BRIC),N/A,N/A,70000000
World Crypto Gold,World Crypto Gold (WCG),SHA-256,Proof of Stake,900000000
GameX,GameX (GX),N/A,N/A,100000000
Luckbox,Luckbox (LCK),N/A,N/A,600000000
EtherLite,EtherLite (ETL),N/A,N/A,100000
Dragon Coin,Dragon Coin (DRG),N/A,N/A,500000000
Sp8de,Sp8de (SPX),N/A,N/A,8888888888
On.Live,On.Live (ONL),N/A,N/A,111000000
Zap,Zap (ZAP),N/A,N/A,520000000
AI Doctor,AI Doctor (AIDOC),N/A,N/A,777775241
ECC,ECC (ECC),Scrypt,PoS,25000000000
Eticket4,Eticket4 (ET4),N/A,N/A,30000000
LendConnect,LendConnect (LCT),N/A,N/A,6500000
EBCoin,EBCoin (EBC),N/A,N/A,10295055166
Vestarin,Vestarin (VESTA),N/A,N/A,200000000
Internet Node Token,Internet Node Token (INT),N/A,N/A,1000000000
COPYTRACK,COPYTRACK (CPY),N/A,N/A,53000748
Saifu,Saifu (SFU),N/A,PoS,200000000
Pioneer Coin,Pioneer Coin (PCOIN),X11,PoW,23000000
Bolenum,Bolenum (BLNM),N/A,N/A,10000000
Play 2 Live,Play 2 Live (LUC),N/A,N/A,1308800000
EtherDelta,EtherDelta (EDT),N/A,N/A,1500000000
Cyder Coin,Cyder Coin (CYDER),PoS,N/A,80000000
Serenity,Serenity (SRNT),N/A,N/A,0
MultiGames,MultiGames (MLT),N/A,N/A,10000000
EchoLink,EchoLink (EKO),N/A,N/A,500000000
UnitedBitcoin,UnitedBitcoin (UBTC),SHA-256,PoW,20166000
Bottos,Bottos (BTO),N/A,N/A,1000000000
Doc Coin,Doc Coin (DOCC),N/A,N/A,3182285
ArbitrageCT,ArbitrageCT (ARCT),N/A,N/A,152029112
ImmVRse,ImmVRse (IMVR),N/A,N/A,300000000
IDEX,IDEX (IDEX),N/A,N/A,1000000000
IndaHash,IndaHash (IDH),N/A,N/A,400000000
CommerceBlock Token,CommerceBlock Token (CBT),N/A,N/A,1000000000
Interzone,Interzone (ITZ),C11,PoW,23000000
Black Pearl Coin,Black Pearl Coin (XBP),X13,PoW/PoS,50000000
EXRNchain,EXRNchain (EXRN),N/A,N/A,100000000000
SingularityNET,SingularityNET (AGI),N/A,N/A,1000000000
BF Token,BF Token (BFT),N/A,N/A,1000000000
Legolas Exchange,Legolas Exchange (LGO),N/A,N/A,174214285
Crypterium,Crypterium (CRPT),N/A,N/A,"99,968,577.1428573"
Sigil,Sigil (SGL),NeoScrypt,PoW,50000000
Trinity Network Credit,Trinity Network Credit (TNC),N/A,N/A,1000000000
Forty Seven Bank,Forty Seven Bank (FSBT),N/A,N/A,N/A
Crafty,Crafty (CFTY),N/A,N/A,10000000000
Data,Data (DTA),N/A,N/A,11500000000
CarVertical,CarVertical (CV),N/A,N/A,9931143978
DataBroker DAO,DataBroker DAO (DTX),N/A,N/A,225000000
MediChain,MediChain (MCU),N/A,N/A,100000000
Odyssey,Odyssey (OCN),N/A,N/A,10000000000
Measurable Data Token ,Measurable Data Token  (MSDT),N/A,N/A,1000000000
Purpose,Purpose (PRPS),N/A,N/A,999117066.210045663
Decentralized Universal Basic Income,Decentralized Universal Basic Income (DUBI),N/A,N/A,1988535.3846750
Blockport,Blockport (BPT),N/A,N/A,69434799.629211243921141504
Signals Network,Signals Network (SGN),N/A,N/A,150000000
TokenClub ,TokenClub  (TCT),N/A,N/A,1000000000
OriginTrail,OriginTrail (TRAC),N/A,N/A,500000000
Olympus Labs,Olympus Labs (MOT),N/A,N/A,100000000
Ethorse ,Ethorse  (HORSE),N/A,N/A,125000000
QunQun,QunQun (QUN),N/A,N/A,1500000000
Qbao,Qbao (QBAO),N/A,N/A,100000000
Accelerator Network,Accelerator Network (ACCN),N/A,N/A,976603.885671768240042167
SwftCoin,SwftCoin (SWFTC),N/A,N/A,10000000000
Sentinel,Sentinel (SENT),N/A,N/A,1999970000
InsurePal,InsurePal (IPL),N/A,N/A,300000000
OP Coin,OP Coin (OPC),Scrypt,PoW/PoS,2000000000
Safinus,Safinus (SAF),N/A,N/A,1200000
Shacoin,Shacoin (SHA),SHA-256,PoS,350000000
Pylon Network,Pylon Network (PYLNT),N/A,N/A,633858.311346493889668246
Garlicoin,Garlicoin (GRLC),N/A,Scrypt-adaptive-N (ASIC resistant),22574285
Devery,Devery (EVE),N/A,N/A,100000000
Yee,Yee (YEE),N/A,N/A,10000000000
Repux,Repux (REPUX),N/A,N/A,500000000
JoyToken,JoyToken (JOYT),N/A,N/A,700000000
aXpire,aXpire (AXPR),N/A,N/A,350000000
Spend,Spend (SPEND),N/A,N/A,50000000
Pundi X,Pundi X (NPXS),N/A,N/A,0
Croat,Croat (CROAT),CryptoNight,PoW,100467441
RefToken,RefToken (REF),N/A,N/A,50000000
FairGame,FairGame (FAIRG),N/A,N/A,1200000000
Valorbit,Valorbit (VAL),Scrypt,PoW/PoS,92233720000000000
BlockCDN ,BlockCDN  (BCDN),N/A,N/A,1000000000
STK Token,STK Token (STK),N/A,N/A, 500000000
Mosaic Network,Mosaic Network (MZX),N/A,N/A,1000000000
CryCash,CryCash (CRYC),N/A,N/A,7057137
Quantum1Net,Quantum1Net (Q1S),N/A,N/A,30000000
Polymath Network,Polymath Network (POLY),N/A,N/A,1000000000
Tao,Tao (XTO),X11,PoW/PoS,N/A
TokenPay,TokenPay (TPAY),POS 3.0,PoS,25000000
CargoX,CargoX (CXO),N/A,N/A,215119015.62456924698286969
WeToken,WeToken (WT),N/A,N/A,600000000
HashGains,HashGains (HGS),N/A,N/A,50000000
Strategic Investments in Significant Areas,Strategic Investments in Significant Areas (SISA),N/A,N/A,50000000
eBit,eBit (EBIT),N/A,N/A,21000000
Cool Cousin,Cool Cousin (CUZ),N/A,N/A,300000000
Qitmeer,Qitmeer (HLC),N/A,PoW, 1000000000000000000
BetterBetting,BetterBetting (BETR),N/A,N/A,650000000
Gimmer,Gimmer (GMR),N/A,N/A,45000000
Iungo,Iungo (ING),N/A,N/A,100000000
Bluzelle,Bluzelle (BLZ),N/A,N/A,500000000
Crave-NG,Crave-NG (CVNG),SHA-256,PoS,1000000000
SwissBorg,SwissBorg (CHSB),N/A,N/A,1000000000
EQUI Token,EQUI Token (EQUI),N/A,N/A,250000000
1717 Masonic Commemorative Token,1717 Masonic Commemorative Token (MCT),Ethash,PoS,1618033
Healthureum,Healthureum (HHEM),N/A,N/A,150000000
Crypto Wisdom Coin,Crypto Wisdom Coin (CWIS),Scrypt,PoW,24000000
Gron Digital,Gron Digital (GRO),N/A,N/A,26002724.405935662697238
Swarm Fund,Swarm Fund (SWM),N/A,N/A,100000000
Medicalchain,Medicalchain (MDCL),N/A,N/A,500000000
WorldBTC,WorldBTC (WOBTC),Scrypt,PoW/PoS,210000000
Denaro,Denaro (DNO),N/A,N/A,100000000 
FIC Network,FIC Network (eFIC),N/A,N/A,316500000
THEKEY Token,THEKEY Token (TKY),NeoScrypt,N/A,10000000000
BANCA,BANCA (BANCA),N/A,N/A,20000000000
TurtleCoin,TurtleCoin (TRTL),CryptoNight,PoW,1000000000000
BiboxCoin,BiboxCoin (BIX),N/A,N/A,271520349.0486829755655
ArcBlock,ArcBlock (ABT),N/A,N/A,186000000
DRP Utility,DRP Utility (DRPU),N/A,N/A,4920348.773272 
Dorado,Dorado (DOR),Ethash,N/A,510000000
Proof Suite Token,Proof Suite Token (PRFT),N/A,PoS,1300484
Pareto Network Token,Pareto Network Token (PARETO),N/A,N/A,500000000
Datarius,Datarius (DTRC),N/A,N/A,N/A
NeedleCoin,NeedleCoin (NDLC),X11,PoS/PoW,120000000
Bee Token,Bee Token (BEE),N/A,N/A,500000000
MUNcoin,MUNcoin (MUN),SkunkHash,PoW,16600000
Tigereum,Tigereum (TIG),N/A,N/A,12563793.7023484698469
Loyakk Vega,Loyakk Vega (LYK),N/A,N/A,177000000
NYXCOIN,NYXCOIN (NYX),NeoScrypt,PoW,N/A
DataWallet,DataWallet (DXT),N/A,N/A,1000000000
Satisfaction Token,Satisfaction Token (SAT),N/A,N/A,55000000
Cryptelo Coin,Cryptelo Coin (CRL),N/A,N/A,500000000
Origami,Origami (ORI),N/A,N/A,5527379
Lympo,Lympo (LYM),N/A,N/A,1000000000
Logarithm,Logarithm (LGR),Ethash,N/A, 66666670
Bitcoin Atom,Bitcoin Atom (BCA),SHA-256,PoW/PoS,21000000
SegWit2x,SegWit2x (B2X),X11,PoW/PoS,21000000
Fusion,Fusion (FSN),N/A,N/A,57344000
Useless Eth Token Lite,Useless Eth Token Lite (UETL),N/A,N/A,8000000
Niobio Cash,Niobio Cash (NBR),CryptoNight,PoW,336000000
Block Array,Block Array (ARY),N/A,N/A,88409932.930609771417285772
Ravelous,Ravelous (RAVE),N/A,N/A,100000000
iOlite,iOlite (ILT),Ethash,PoW,1000000000
Scooby coin,Scooby coin (SCOOBY),Scrypt,PoW/PoS,21000000
SAI,SAI (SAI),N/A,N/A,0
CryptopiaFeeShares,CryptopiaFeeShares (CEFS),N/A,N/A,6300
BunnyCoin,BunnyCoin (BUN),Scrypt,PoW,100000000000
BitSoar Coin,BitSoar Coin (BSR),X11,PoS,3980000000
Pirate Blocks,Pirate Blocks (SKULL),X11,PoW/PoS,240000000
Trident,Trident (TRDT),N/A,N/A,3000000
Bounty,Bounty (XBTY),N/A,N/A,3141592
JesusCoin,JesusCoin (JC),N/A,N/A,20325184345
Skeincoin,Skeincoin (SKC),Skein,PoW,17000000
RED MegaWatt,RED MegaWatt (MWAT),N/A,N/A,700000000
Shekel,Shekel (JEW),Quark,PoS,N/A
Eristica,Eristica (ERIS),N/A,N/A,230502120.29497347927535022
Karma,Karma (KRM),Groestl,PoS,3000000000
Bitcoin Candy,Bitcoin Candy (CDY),Equihash,PoW,21000000000
ShareChain,ShareChain (SSS),Scrypt,PoW,10000000000
BitcoinFile,BitcoinFile (BIFI),N/A,PoS,21000000000
Content and AD Network,Content and AD Network (CADN),N/A,N/A,1500000000
Blockchain Traded Fund,Blockchain Traded Fund (BTF),N/A,N/A,200000000
IPChain,IPChain (IPC),N/A,PoS,96000000
ShowCoin,ShowCoin (SHOW),N/A,PoS,10000000000
StarChain,StarChain (STC),N/A,N/A,1000000000
Ethfinex Nectar Token,Ethfinex Nectar Token (NEC),N/A,N/A,1000000000
AIChain Token,AIChain Token (AIT),N/A,N/A,2100000000
Storiqa Token,Storiqa Token (STQ),N/A,N/A,11287544272
ALTcoin,ALTcoin (ALT),SHA-256,N/A,134063
Caixa Pay,Caixa Pay (CXP),N/A,N/A,107325266
B3Coin,B3Coin (KB3),X11,PoS/PoD,N/A
fidentiaX,fidentiaX (FDX),N/A,PoS,130000000
KREDS,KREDS (KREDS),Lyra2REv2,PoW,1100000000
EQUAL,EQUAL (EQL),N/A,N/A,797836741
GraphGrail AI,GraphGrail AI (GAI),N/A,N/A,250000000
Vulcano,Vulcano (VULC),NIST5,PoS/PoW,421126225
DivotyCoin,DivotyCoin (DVTC),Scrypt,PoW/PoS,100000000
Edge,Edge (DADI),N/A,N/A,100000000
Maggie Token,Maggie Token (MGGT),N/A,N/A,3200000000
Tokyo Coin,Tokyo Coin (TOKC),X13,PoS,800000000
UniversalRoyalCoin,UniversalRoyalCoin (UNRC),SHA-256,PoS,N/A
BiblePay,BiblePay (BBP),Proof-of-BibleHash,POBh,5200000000
NITRO,NITRO (NOX),N/A,N/A,120000000
Heiss Shares,Heiss Shares (HYS),N/A,N/A,7741327192
LiteCoinW Plus,LiteCoinW Plus (LCWP),N/A,N/A,"84,000,000"
NaviAddress,NaviAddress (NAVI),N/A,N/A,1000000000
Aditus,Aditus (ADI),N/A,N/A,750000000
Tokenomy,Tokenomy (TEN),N/A,N/A,200000000
VV Coin,VV Coin (VVI),N/A,N/A,3000000000
Investy Coin,Investy Coin (IVC),N/A,N/A,349308401
Purpose Coin,Purpose Coin (HLP),N/A,N/A,10000000
VinChain,VinChain (VIN),N/A,N/A,1000000000
Shping Coin,Shping Coin (SHPING),N/A,N/A,10000000000
Petro,Petro (PTR),N/A,N/A,100000000
LitecoinCash,LitecoinCash (LCC),SHA-256 + Hive,PoW + Hive,840000000
TE-FOOD,TE-FOOD (TFD),N/A,N/A,1000000000
Noxbox,Noxbox (NBX),N/A,N/A,200000000
BABB,BABB (BAX),N/A,N/A,50000000000
Rentberry,Rentberry (BERRY),N/A,N/A,301473027.68713226
SpaceChain,SpaceChain (APCC),N/A,N/A,1000000000
BitFlip,BitFlip (FLIP),Scrypt,PoW,40000000
Clinicoin,Clinicoin (CLIN),N/A,N/A,3000000000
Goodomy,Goodomy (GOOD),N/A,N/A,888000000
Enkidu,Enkidu (ENK),N/A,N/A,1500000000
ALAX,ALAX (ALX),DPoS,DPoS,1000000000
REN,REN (REN),N/A,N/A,1000000000
Dether,Dether (DTH),N/A,N/A,100000000
All Sports Coin,All Sports Coin (SOC),N/A,N/A,1500000000
Tidex Token,Tidex Token (TDX),N/A,N/A,100000000
Cypherfunks Coin,Cypherfunks Coin (FUNK),Scrypt,PoW,49275000000
LeafCoin,LeafCoin (LEAF),Scrypt,PoW,21000000000
BitCar,BitCar (BITCAR),N/A,N/A,500000000
Colu Local Network,Colu Local Network (CLN),N/A,N/A,1540701333.592592592592614116
OryxCoin,OryxCoin (ORYX),N/A,N/A,21000000
BashCoin,BashCoin (BASHC),Skein,PoW/PoS,72000000
DigiFel,DigiFel (DIGIF),X11,PoW,N/A
DigiMoney,DigiMoney (DGM),X11,PoW/PoS,25000000
Cerberus,Cerberus (CBS),NeoScrypt,PoW,31500000
Ternio,Ternio (TERN),N/A,N/A,1000000000
PROVER,PROVER (PROOF),N/A,N/A,728726862.9999801
Bitcoin Hush,Bitcoin Hush (BTCH),Equihash,PoW,21000000
redBUX,redBUX (redBUX),N/A,N/A,20000000000
Auctus,Auctus (AUC),N/A,N/A,80000000
Lizus Payment,Lizus Payment (LIZ),Skein,PoW/PoS,69000000
Crypto Improvement Fund,Crypto Improvement Fund (CIF),X11,PoW,500000000
Nucleus Vision,Nucleus Vision (NCASH),N/A,N/A,10000000000
Stipend,Stipend (SPD),C11,PoW/PoS,19340594
Robin8 Profile Utility Token,Robin8 Profile Utility Token (RPUT),N/A,N/A,100000000
Fillit,Fillit (FILL),N/A,N/A,300000000
Ink Protocol,Ink Protocol (XNK),N/A,N/A,500000000
Props,Props (PROPS),N/A,N/A,1000000000
Fund Platform,Fund Platform (FUNDP),N/A,N/A,167000000
Pushi,Pushi (PUSHI),X11,PoW/PoS,25000000
Bitsense,Bitsense (BINS),N/A,N/A,10000000
PokerCoin,PokerCoin (POKER),Scrypt,PoS/PoW,466666667
Axys,Axys (AXYS),N/A,N/A,20000000
EvenCoin,EvenCoin (EVENC),N/A,PoW,100000000
Bold,Bold (BOLD),N/A,N/A,7777777
Extensive Coin,Extensive Coin (EXTN),Scrypt,PoS,N/A
Dignity,Dignity (DIG),N/A,N/A,3000000000
ETH Share,ETH Share (ETS),N/A,N/A,7000000
LIpcoin,LIpcoin (LIPC),Scrypt,PoW,N/A
Gift Off Token,Gift Off Token (GOFF),N/A,N/A,1295000
HELL COIN,HELL COIN (HELL),N/A,N/A,10000000000
Ellerium,Ellerium (ELP),XEVAN,PoW/PoS,60000000
Rock Token,Rock Token (RKT),N/A,N/A,900000000
CO2 Token,CO2 Token (CO2),N/A,N/A,19507398.255409690148222124
Invox Finance,Invox Finance (INVOX),N/A,N/A,464000000
Velox,Velox (VLX),Scrypt,PoS,124000000
Litecoin Cash,Litecoin Cash (LTCH),N/A,N/A,55000000
Zupply Token,Zupply Token (ZUP),N/A,N/A,750000000
Hamster Marketplace Token,Hamster Marketplace Token (HMT),N/A,N/A,20000000
USCoin,USCoin (USCOIN),Scrypt,PoW,N/A
Kind Ads,Kind Ads (KIND),N/A,N/A,61000000
Blockchain Terminal,Blockchain Terminal (BCHT),N/A,N/A,900000000
Callisto Network,Callisto Network (CLO),Ethash,PoW,6500000000
Elicoin,Elicoin (ELIC),YescryptR16,PoW,10000000
Mother Of All Tokens,Mother Of All Tokens (MOAT),N/A,N/A,10000000000
BelugaPay,BelugaPay (BBI),N/A,N/A,90000000
Bezop,Bezop (BEZ),N/A,N/A,89267250
ENTER COIN,ENTER COIN (ENTRC),N/A,N/A,31000000
BitcoinGo,BitcoinGo (BTCGO),N/A,PoS,30000000000
TROPTIONS,TROPTIONS (XTROPTIONS),N/A,PoW,10000000000
Knowledge,Knowledge (KNW),N/A,N/A,150000000
Pegascoin,Pegascoin (PGC),Dagger-Hashimoto,PoW,N/A
BitRewards,BitRewards (BIT),N/A,N/A,N/A
DATx,DATx (DATX),N/A,N/A,10000000000
Pikciochain,Pikciochain (PKC),N/A,N/A,83088000
StasyQ,StasyQ (SQOIN),N/A,N/A,350000000
Titanium BAR,Titanium BAR (TBAR),N/A,N/A,60000000
Taklimakan,Taklimakan (TAN),N/A,N/A,1000000000
CoinPlace Token,CoinPlace Token (CPL),N/A,N/A,35000000
BitTube,BitTube (TUBE),CryptoNight,PoW,1000000000
Cube,Cube (AUTO),N/A,N/A,7200000000
Project Shivom,Project Shivom (OMX),N/A,N/A,3000000000
Truckcoin,Truckcoin (TRCK),CryptoNight,PoW,N/A
TomoChain,TomoChain (TOMO),N/A,N/A,100000000
MobileBridge Momentum,MobileBridge Momentum (MBM),N/A,N/A,1000000000
Invacio,Invacio (INVC),N/A,N/A,450000000
W3Coin,W3Coin (W3C),N/A,N/A,200000000000
Dinero,Dinero (DIN),NeoScrypt,PoW,100000000
Insights Network,Insights Network (INSTAR),N/A,N/A,210328378.30723293
CoinPoker Token,CoinPoker Token (CHP),N/A,N/A,354786434.7025
Poseidon,Poseidon (PSD),Scrypt,PoW,21000000
JET8,JET8 (J8T),N/A,N/A,1468857774.5777
Lelecoin,Lelecoin (LELE),Curve25519,PoS,1000000000
Dropil,Dropil (DROP),N/A,N/A,30000000000
Akroma,Akroma (AKA),Ethash,PoW,100000000
ShipChain,ShipChain (SHIP),N/A,N/A,500000000
I-House Token,I-House Token (IHT),N/A,N/A,1000000000
LocalCoinSwap,LocalCoinSwap (LCS),N/A,N/A,100000000
LaLa World,LaLa World (LALA),N/A,N/A,250000000
Education Ecosystem,Education Ecosystem (LEDU),N/A,N/A,362983094.30186835
Fox Trading,Fox Trading (FOXT),N/A,N/A,9250000
EasyToken,EasyToken (ETKN),N/A,N/A,250000
Robotina,Robotina (ROX),N/A,N/A,331614077
AMBT Token,AMBT Token (AMBT),N/A,N/A,104000000
Betrium Token,Betrium Token (BTRM),N/A,N/A,140000000
Manna,Manna (MANNA),SHA-256,PoW,10044655075.56243680
eProxy,eProxy (ePRX),N/A,N/A,50000000
Hi Mutual Society,Hi Mutual Society (HMC),N/A,N/A,1000000000
ZIX Token,ZIX Token (ZIX),N/A,N/A,1250000000
Electrify.Asia,Electrify.Asia (ELEC),N/A,N/A,750000000
Organic Token,Organic Token (ORGT),N/A,N/A,10000000
Loom Network,Loom Network (LOOM),N/A,N/A,1000000000
Pantos,Pantos (PAN),N/A,N/A,1000000000
BotChain,BotChain (BOTC),N/A,N/A,40000000
Viewly,Viewly (VIEW),N/A,N/A,N/A
OKOIN,OKOIN (OKOIN),N/A,N/A,240000000
Aidos Kuneen,Aidos Kuneen (ADK),IMesh,PoW,25000000
Essentia,Essentia (ESS),N/A,N/A,1700000000
Vision Industry Token,Vision Industry Token (VIT),N/A,N/A,4000000000
Seraph,Seraph (SERA),PHI1612,PoW/PoS,32000000
